Ref_No,Facility_Name,Service_Type,Contact_Name,Address1,Address2,Address3,Town,Eircode,County,Age_Range,Area,Community,Contact_Name,Email,Phone_Number
TU2015TY065,St Mary’s Pre-School ,Sessional,Deirdre Sheedy ,St. Mary's Hall ,Roscrea Road, ,Templemore ,E41 P300,Tipperary,3 - 6 Years,West,N/A,Deirdre                    Sheedy,deirdresheedy1@gmail.com,050 432519
TU2015TY146,St. Ailbe’s Little Stars Pre-School ,Sessional,Margaret (Majella) Coughlan ,Hillview ,Old Road, ,Cashel ,E25 D653,Tipperary,3 - 6 Years,South,N/A,Margaret (Majella) Coughlan,majellacoughlan@yahoo.ie,062 62206
TU2016TY005,St. Mary's Montessori School ,Sessional,Rosemary Moore  ,Glenconnor Road ,, ,Clonmel ,E91 WV63,Tipperary,3 - 6 Years,South,N/A,Rosemary Moore ,rosemarydeerpark@gmail.com,052 6124040
TU2015TY067,Stepping Stones Montessori ,Sessional,Mary Callanan ,Borroway ,, ,Thurles ,E41 Y670,Tipperary,3 - 6 Years,West,N/A,Mary Callanan,callananmary@eircom.net,050 424608
TU2015TY071,Temple Tots Pre-School ,Sessional,Emer Shelly ,Holy Family ,National School,Templetuohy ,Thurles ,N/A,Tipperary,2 - 6 Years,West,N/A,Emer Shelly,emer_shelly@yahoo.ie,087 3600103
TU2015TY072,Templederry Community Pre-School ,Sessional,Mary Duggan ,Community Hall ,Templederry, ,Nenagh ,E45 XA48,Tipperary,2 - 6 Years,West,N/A,Caroline Lydon,reception@ntcs.ie; caroline.lydon@ntcs.ie,067 31800
TU2015TY074,Templemore Montessori Centre ,Sessional,Elizabeth Byrne ,Church Avenue ,, ,Templemore ,E41 VY97,Tipperary,3 - 6 Years,West,N/A,Elizabeth Byrne   ,lizbyrnelf@gmail.com,050 432119
TU2015TY151,The Commons Community Playschool Ltd ,Sessional,Alice Teehan ,The Commons ,, ,Thurles ,N/A,Tipperary,3 - 6 Years,South,N/A,Clare Cashman,thecommonschildcare@gmail.com,052 9154900
TU2015TY152,The Den Montessori ,Sessional,Kate Moloney ,Fort Angus ,Racecourse Cross, ,Cashel ,N/A,Tipperary,3 - 6 Years,South,N/A,Kate Moloney,molonykm@hotmail.com,N/A
TU2016TY006,The Den Montessori ,Sessional,Kate Maloney ,Boherlahan ,, ,Cashel ,E25 K753,Tipperary,3 - 6 Years,South,N/A,Kate Maloney,ruthymolony@yahoo.co.uk,087 2407343
TU2015TY075,The Old School House Montessori ,Sessional,Susan Flanagan ,Pouldine ,, ,Thurles ,E41 EV50,Tipperary,2 - 6 Years,West,N/A,Susan  Flanagan,theoldschoolhousepouldine@gmail.com,050 444400
TU2015TY077,Thurles Community Social Services ,Sessional,Christine Douglas ,Rossa Street ,, ,Thurles ,E41 F3C9,Tipperary,2 - 6 Years,West,N/A,William Gleeson,thurlespreschool@yahoo.ie,050 422169
TU2015TY153,Tiny Tots Pre-School ,Sessional,Majella Morrissey ,Scartana ,Ballylooby, ,Cahir ,E21 DW99,Tipperary,3 - 6 Years,South,N/A,Majella Morrissey,jellamorrissey@yahoo.ie,052 7441398
TU2015TY079,Tir na Nog Montessori ,Sessional,Kathleen McKenna ,Ballintoher ,, ,Nenagh ,E45 TW13,Tipperary,3 - 6 Years,West,N/A,Kathleen McKenna,katmckenna68@gmail.com,067 34703
TU2015TY154,Tir na Nog Playschool ,Sessional,Maria Buckley ,Cappawhite National School ,Church St, ,Cappawhite ,E34 V598,Tipperary,3 - 6 Years,South,N/A,Maria  Buckley,marbuck77@hotmail.co.uk,062 75348
TU2015TY155,Totally Kids Preschool ,Sessional,Michelle Quinlan ,St. Josephs Primary School ,Murgasty Road, ,Tipperary Town ,E34 Y161,Tipperary,3 - 6 Years,South,N/A,Therese  Roche,totallykidsclub@gmail.com,N/A
TU2015TY158,Tumbletots Playschool ,Sessional,Annette Hahessy ,25 Ashlawn ,Clerihan, ,Clonmel ,E91 PN20,Tipperary,3 - 6 Years,South,N/A,Annette  Hahessy,tumbletotsclonmel@yahoo.com,052 6135506
TU2016TY002,Wild Explorers Preschool ,Sessional,Rachel Wild ,Golden NS ,Golden, ,Cashel ,E25 YC60,Tipperary,2 - 6 Years,South,N/A,Rachael Wild,wildexplorers@yahoo.com,062 72164
TU2015TY014,Willisson Preschool ,Sessional,Carol Thompson ,Willisson ,Monastery Road, ,Roscrea ,E53 RX65,Tipperary,2 - 6 Years,West,N/A,Carol Thompson,willisonhse@hotmail.com,050 522492
TU2015TY160,Wonder Years Playschool ,Sessional,Patricia Whelan ,5 Baron Park ,, ,Clonmel ,E91 EK53,Tipperary,3 - 6 Years,South,N/A,Patricia  Whelan,wonderyearsplayschool@hotmail.com,052 6124399
TU2015TY161,Woodberry Pre-school ,Sessional,Kathleen Caplice ,Skeheenarinky ,Burncourt, ,Cahir ,E21 WP78,Tipperary,3 - 6 Years,South,N/A,Kathleen Caplice,kathleencaplice@yahoo.ie,087 1759501
TU2015TY101,Club Minella  ,Drop-In,Gillian Harpur ,Coleville Road ,, ,Clonmel ,E91 CN15,Tipperary,0 - 6 Years,South,N/A,Elizabeth Nallen-Bowen,clubminella@eircom.net,052 6180088
TU2015TY033,Lakeside Creche ,Drop-In,Regina O'Dwyer ,Lakeside Hotel ,Ballina, ,Killaloe ,V94 E2D6,Tipperary,0 - 6 Years,West,N/A,Regina O'Dwyer,lakesidecreche@yahoo.com,061 376122
TU2017WD503,Acorns Early Services ,Full Day,Rachel Meany ,Manor St. John's ,, ,Lisduggan ,X91 V528,Waterford,1 - 6 Years,South,N/A,Lisa O'Rourke,acornsearlyeducation@respondsupport.ie,051 840200
TU2015WD006,Baile Beag First Steps Creche ,Full Day,Carmel Staunton ,Ballybeg Community Centre ,St. Saviour's Parish Centre Grounds,Ballybeg ,Waterford City  ,X91 N265,Waterford,0 - 6 Years,South,N/A,Carmel Staunton,fscballybeg@gmail.com ,051 379980
TU2015WD011,Bizzykids ,Full Day,Ann Bolster ,Newtown  ,, ,Tramore ,X91 RH30,Waterford,0 - 6 Years,South,N/A,Ann Bolster,bizzykidz@eircom.net,051 381626
TU2015WD014,Brightstars ,Full Day,Yvonne Kelly ,Cruachan ,, ,Dungarvan ,N/A,Waterford,0 - 6 Years,South,N/A,Yvonne Kelly,ymccarthy79@gmail.com,058 45479
TU2015WD015,Bumble Bees Creche & Playgroup ,Full Day,Marie Ryan ,Birch Close ,Bellfield, ,Ferrybank ,X91 RW30,Waterford,0 - 6 Years,South,N/A,Laura McLoughlin,bumblebeeslaura@gmail.com,051 830542
TU2015WD018,Cappoquin Community Childcare Facility ,Full Day,Maria Uniacke ,Twig Bog ,, ,Cappoquin ,P51 E2NV,Waterford,0 - 6 Years,South,N/A,Orla Nicholson,ocappdev@eircom.net,058 52746
TU2015WD019,Co. Waterford Child Care Centre  T/A Le Cheile ,Full Day,Eleanor McGrath ,T/A Le Cheile ,Mitchell Street, ,Dungarvan ,X35 DE98,Waterford,0 - 6 Years,South,N/A,Mary Walsh,generalmaager@westwaterfordcs.com,058 43761
TU2015WD021,FerryFun Childcare & Afterschool Centre ,Full Day,Mary Purcell ,Hillsfield Community Centre ,Belmount Road, ,Ferrybank ,X91 W9YY,Waterford,2 - 6 Years,South,N/A,Mary Purcell,ferryfunchildcare@hotmail.com,051 833280
TU2015WD026,Home From Home ,Full Day,Olivia Hogan ,36 Williamstown Glen ,, ,Waterford City  ,X91 YE28,Waterford,0 - 6 Years,South,N/A,Olivia Hogan,homefromhomecreche@gmail.com,051 306992
TU2015WD032,Jigsaw Day Nursery ,Full Day,Eileen Acheson ,Uppergrange ,Williamstown, ,Waterford City ,X91 YHHO,Waterford,0 - 6 Years,South,N/A,Eileen Acheson,info@jigsawdaynursery.ie,051 858967
TU2015WD034,Kiddies Kingdom  ,Full Day,Lorraine Whelan ,Mathews Cross ,, ,Kilmeaden ,X91 WD63,Waterford,0 - 6 Years,South,N/A,Bridget Whelan,kiddieskingdomkilmeaden@gmail.com,051 399977
TU2015WD035,Kiddies Kingdom Fenor ,Full Day,Tim O'Byrne ,c/o Fenor Primary School ,, ,Fenor  ,X91 VK31,Waterford,3 - 6 Years,South,N/A,Tim O'Byrne,fenornationalschool@yahoo.ie,051 381812
TU2015WD036,Kidz Inc. ,Full Day,Eimear Keating ,Briot Crescent ,Templars Hall, ,Waterford City  ,N/A,Waterford,0 - 6 Years,South,N/A,Eimear Keating,kidzincwaterford@eircom.net,051 377066
TU2015WD039,Ladybird Creche ,Full Day,Helen Power ,Moonvoy  ,, ,Tramore ,X91 E27T,Waterford,0 - 6 Years,South,N/A,Helen Power,ladybirddaycare@eircom.net,051 330771
TU2015WD001,Little Buddies Kingdom ,Full Day,Carmel Malone-Power ,5 Cross Roads ,, ,Portlaw ,N/A,Waterford,0 - 6 Years,South,N/A,Carmel Malone-Power,info@tinsleyinteriors.com,N/A
TU2015WD041,Little Darlings Childcare Centre ,Full Day,Denise Foley ,Carraig An Ard ,Six Cross Roads, ,Waterford City  ,X91 K440,Waterford,0 - 6 Years,South,N/A,Denise Foley,littledarlingschildcare@eircom.net,051 392663
TU2015WD046,Little Stars  ,Full Day,Edel McDonagh ,Moonvoy Valley ,, ,Tramore ,N/A,Waterford,0 - 6 Years,South,N/A,Edel McDonagh,info@littlestars.ie,051 391993
TU2015WD043,Little Treasures Little Explorers Montessori Daycare ,Full Day,Jenny Corcoran ,100 Bishop Fields ,Williamstown, ,Waterford City  ,X91 XY20,Waterford,2 - 6 Years,South,N/A,Siobhan  Mullane,littletreasure'swaterford@gmail.com,051 821584
TU2015WD063,Passage East Childcare t/a Lios na nÓg ,Full Day,Helen Millea ,Crooke Road  ,, ,Passage East ,X91 D620,Waterford,2 - 6 Years,South,N/A,Chloe Power,millea_helen@yahoo.ie,051 380695
TU2015WD064,Play Together Creche  ,Full Day,Rebekah Donnelly ,4 Carn Glas Court ,Gracedieu, ,Waterford City  ,X91 KC8P,Waterford,0 - 6 Years,South,N/A,Rebekah Donnelly,rebekah@playtogetherchildcare.com,051 376905
TU2015WD070,Scallywags Lismore Community Childcare Centre Ltd. ,Full Day,Justina Flynn ,Bothar Mochuda  ,, ,Lismore ,P51 TP97,Waterford,1 - 6 Years,South,N/A,Justina Flynn,scallywags.lismore@gmail.com,058 72893
TU2015WD073,Small Talk Pre-school and Creche ,Full Day,Glynnis Casey ,27 Boithrin an Mhuilinn ,Abbeyside, ,Dungarvan ,X35 VR99,Waterford,1 - 6 Years,South,N/A,Glynnis Casey,smalltalk.creche@gmail.com,058 75814
TU2015WD074,St. Brigid's Children’s Centre ,Full Day,Geraldine Lanigan ,Powersfield ,Hennessy’s Road, ,Waterford City  ,X91 FC42,Waterford,1 - 6 Years,South,N/A,Geraldine Lanigan,childrencentre@stbrigidsfcc.ie,051 591548
TU2015WD076,St. Josephs Childcare Centre  ,Full Day,Rachel Murray English ,6 - 7 Lower Yellow Road ,, ,Waterford City  ,X91 CK6N,Waterford,0 - 6 Years,South,N/A,Margaret Bond,managerstjosephs051@yahoo.ie ,051 843512
TU2015WD088,Tigh Súgradh ,Full Day,Fiona Power ,Clonea Lower ,, ,Dungarvan ,X35 A526,Waterford,1 - 6 Years,South,N/A,Fiona Power,fionamull@outlook.ie,058 23812
TU2015WD096,Waterford Childcare Centre ,Full Day,Majella Cantwell ,Unit 607 Nothern extension  ,Industrial estate , ,Waterford City  ,X91 PT10,Waterford,0 - 6 Years,South,N/A,Majella Cantwell,majella@waterfordchildcare.ie,051 353913
TU2015WD098,Waterford Women’s Centre  ,Full Day,Sarah Walsh ,74-75 Manor Street  ,, ,Waterford City  ,X91 FA02,Waterford,1 - 6 Years,South,N/A,Sarah Walsh,womcentchildcare@yahoo.ie,051 850472
TU2015WD099,Williamstown Community Childcare Centre Ltd ,Full Day,Aine Byrnes ,Ardkeen Busniess Park ,Farronshoween, ,Waterford City  ,N/A,Waterford,2 - 6 Years,South,N/A,Geraldine Colfer,williamstownchildcare@gmail.com,051 873918
TU2015WD005,Ard an Ghleanna Childcare Service ,Part Time,Sandra  Morrissey ,Ard an Ghleanna ,Upper Crobally, ,Tramore ,X91 AWD0,Waterford,2 - 6 Years,South,N/A,David Parslow,ardanghleannacc@respond.ie,051 338328
TU2015WD006,Baile Beag First Steps Creche ,Part Time,Carmel Staunton ,Ballybeg Community Centre ,St. Saviour's Parish Centre Grounds,Ballybeg ,Waterford City  ,X91 N265,Waterford,0 - 6 Years,South,N/A,Carmel Staunton,fscballybeg@gmail.com ,051 379980
TU2015WD010,Bizzy Bees Montessori ,Part Time,Karen Kelly ,Avalon ,The Orchard, ,Dunmore East ,X91 V254,Waterford,3 - 6 Years,South,N/A,Karen Kelly,BizzyBeesdunmore@gmail.com,051 383803
TU2015WD011,Bizzykids ,Part Time,Ann Bolster ,Newtown  ,, ,Tramore ,X91 RH30,Waterford,0 - 6 Years,South,N/A,Ann Bolster,bizzykidz@eircom.net,051 381626
TU2017WD504,Bright Stars Clonea ,Part Time,Brid O'Donnell ,Clonea Stand Hotel ,Clonea , ,Dungarvan ,N/A,Waterford,0 - 6 Years,South,N/A,Yvonne Kelly,ymccarthy79@gmail.com,N/A
TU2015WD016,Butlerstown Playschool ,Part Time,Denise Doherty ,Old National School ,Fr Rufus Halley Centre, ,Butlerstown ,N/A,Waterford,2 - 6 Years,South,N/A,Denise Doherty,denisedoc1@hotmail.com,051 373560
TU2015WD021,FerryFun Childcare & Afterschool Centre ,Part Time,Mary Purcell ,Hillsfield Community Centre ,Belmount Road, ,Ferrybank ,X91 W9YY,Waterford,2 - 6 Years,South,N/A,Mary Purcell,ferryfunchildcare@hotmail.com,051 833280
TU2015WD033,Keen Kids  ,Part Time,Marion O'Sullivan ,McGinn Park ,Ballygunner GAA complex,Ballygunner ,Waterford ,X91 R863,Waterford,3 - 6 Years,South,N/A,Marion O’Sullivan,marion2764@live.ie,051 821732
TU2015WD046,Little Stars  ,Part Time,Edel McDonagh ,Moonvoy Valley ,, ,Tramore ,N/A,Waterford,0 - 6 Years,South,N/A,Edel McDonagh,info@littlestars.ie,051 391993
TU2015WD050,Mercy Pre-School Ltd. ,Part Time,Donna McKenna ,Ozanam Street ,, ,Waterford City ,X91 N281,Waterford,3 - 6 Years,South,N/A,Rosie Flynn,mercypreschool@gmail.com,051 877134
TU2015WD059,Naíonra Scoil Gharbháin ,Part Time,Silivia Ui Sheanlaoich ,Abbeyside  ,, ,Dungarvan ,X35 NP84,Waterford,3 - 6 Years,South,N/A,Ciara Ní Chuirrín Haynes,scoilgharbhain@cablesurf.com,N/A
TU2016WD003,Park Montessori School ,Part Time,Ruth White ,22 Sylvan Drive ,Grantstown Park, ,Waterford ,X91 Y438,Waterford,2 - 6 Years,South,N/A,Ruth White,parkmontessorischool@gmail.com,051 858151
TU2015WD067,Presentation Play School  ,Part Time,Susan Rea ,Slievekeale Road ,, ,Waterford City  ,X91 K132,Waterford,3 - 6 Years,South,N/A,Sr Margaret Mary Healy,presplayschool@eircom.net,N/A
TU2015WD075,St. Declan’s Pre-School ,Part Time,Cathy Wallis ,Waterstreet ,, ,Waterford City  ,X91 H295,Waterford,3 - 6 Years,South,N/A,Kevin Doran,stdeclansoffice.ias@eircom.net,051 855200
TU2017WD501,The Growing Tree Pre-School ,Part Time,Tanya Morrissey ,Deerpark Road ,, ,Lismore ,P51 TW59,Waterford,3 - 6 Years,South,N/A,Tanya Morrissey,tanmorrissey24@outlook.ie,N/A
TU2015WD087,The Manor Children’s Centre ,Part Time,Aine Burns ,Manor St. John ,Lisduggan, ,Waterford City  ,N/A,Waterford,1 - 6 Years,South,N/A,Aine Burns,manorchildrenscentre@gmail.com,051 590170
TU2015WD092,Tip Toes Community Childcare Centre ,Part Time,Sarah Dowling ,Couse ,Old Tramore Road, ,Waterford ,X91 ER04,Waterford,2 - 6 Years,South,N/A,Margaret Hanrahan,tiptoeschildcare@gmail.com,051 850109
TU2015WD097,Waterford Montessori ,Part Time,Dawn Martin ,St. Benilda’s Parish Centre ,Newtown, ,Waterford City  ,X91 HX80,Waterford,2 - 6 Years,South,N/A,Dawn Martin,waterfordmontessorischool@gmail.com,051 873354
TU2015WD002,Alison de Paor ,Childminder,Alison De Paor ,Dromore ,Aglish, ,Cappoquin ,N/A,Waterford,0 - 6 Years,South,N/A,Alison De Paor,alidepaor@hotmail.com,024 86922
TU2015WD049,Lynn Power ,Childminder,Lynn Power ,The Beech House ,Janeville, ,Tallow ,P57 R97F,Waterford,0 - 6 Years,South,N/A,Lynn Power,lynnie.shead@gmail.com,058 55766
TU2015WD082,Tara Collins ,Childminder,Tara Collins ,Knockeen ,Butlerstown, ,Waterford ,N/A,Waterford,0 - 6 Years,South,N/A,Tara Collins,pocollins@eircom.net,N/A
TU2015WD003,"An Duine Beag, Montessori School ",Sessional,Elaine Walsh ,Ballynageeragh ,, ,Dunhill ,X91 EH33,Waterford,2 - 6 Years,South,N/A,Elaine Walsh,walsheg@eircom.net,051 396716
TU2015WD007,Ballinroad Pre-School ,Sessional,Patricia Collins ,St. Laurence's Hall ,Ballinroad, ,Dungarvan ,N/A,Waterford,3 - 6 Years,South,N/A,Patricia Collins,tricia.collins@ymail.com,N/A
TU2015WD008,Ballymacarbry Montessori ,Sessional,Miriam Hickey ,Ballymacarbry Community Centre ,, ,Ballymacarbry ,E91 T6X8,Waterford,3 - 6 Years,South,N/A,Clodagh Burke,clodaghburke2@gmail.com,N/A
TU2015WD009,Birchwood Pre-School ,Sessional,Olivia O'Hanlon ,Birchwood House ,Ballytruckle Road, ,Waterford ,X91 HK85,Waterford,2 - 6 Years,South,N/A,Deidre Queally,birchwoodhouse@gmail.com,051 843891
TU2015WD011,Bizzykids ,Sessional,Ann Bolster ,Newtown  ,, ,Tramore ,X91 RH30,Waterford,0 - 6 Years,South,N/A,Ann Bolster,bizzykidz@eircom.net,051 381626
TU2015WD012,Bluebells Playgroup ,Sessional,Helen McNamara ,Knockboy ,Dunmore Road, ,Waterford City  ,X91 EH67,Waterford,2 - 6 Years,South,N/A,Helen McNamara,helenmcn5@gmail.com,051 879292
TU2015WD017,Butterflies Community Playgroup ,Sessional,Claire Nicholson ,St. Michael’s Hall  ,, ,Ballyduff Upper ,P51 EO9N,Waterford,3 - 6 Years,South,N/A,Claire Nicholson,butterfliescp@gmail.com,058 60390
TU2015WD020,Early Days ,Sessional,Anne Whelan ,Co. St Paul's B.N.S. ,Lisduggan, ,Waterford City  ,X91 YX80,Waterford,3 - 6 Years,South,N/A,Suzanne  Griffin,stpaulsbnspreschool@gmail.com,051 376752
TU2015WD021,FerryFun Childcare & Afterschool Centre ,Sessional,Mary Purcell ,Hillsfield Community Centre ,Belmount Road, ,Ferrybank ,X91 W9YY,Waterford,2 - 6 Years,South,N/A,Mary Purcell,ferryfunchildcare@hotmail.com,051 833280
TU2015WD022,Fisherman’s Hall pre-school ,Sessional,Mary Glody ,Sea Breeze ,, ,Dunmore East ,X91 HC78,Waterford,3 - 6 Years,South,N/A,Mary Glody,maryglody@gmail.com,N/A
TU2015WD024,Glor na Mara Playschool ,Sessional,Margaret Kelleher ,Convent Hill ,, ,Tramore ,N/A,Waterford,3 - 6 Years,South,N/A,Margaret Kelleher,margaretkelleher@yahoo.ie,051 386104
TU2015WD028,It’s A Childs Life ,Sessional,Michelle Clancy ,Barron Hall  ,, ,Stradbally ,X42 Y398,Waterford,3 - 6 Years,South,N/A,Ruth Crowley,itsachildslife@hotmail.com,N/A
TU2015WD029,Jack and Jill's Montessori Pre-School ,Sessional,Michelle Brennan ,Garrarus ,, ,Tramore ,X91 T448,Waterford,2 - 6 Years,South,N/A,Michelle Brennan,chelleybrennan@gmail.com,051 390286
TU2015WD030,Jeanne’s Montessori ,Sessional,Jeanne Prendiville ,The Bungalow ,Lower Yellow Road, ,Waterford City  ,X91 E862,Waterford,2 - 6 Years,South,N/A,Jeanne Hickey,prendivillejeanne@hotmail.com,051 392180
TU2015WD031,Jellytots ,Sessional,Deirdre Giani ,Community Hall ,Ballyduff Lower, ,Kilmeaden ,X91 XKR3,Waterford,3 - 6 Years,South,N/A,Deirdre Giani,deirdregiani@hotmail.com,N/A
TU2015WD037,Kill Montessori ,Sessional,Avril Queally ,Kill Community Centre ,, ,Kill ,X42 XW68,Waterford,3 - 6 Years,South,N/A,Avril Queally,avrilqueally@hotmail.com,086 2895415
TU2016WD002,Kilmacthomas Montessori School ,Sessional,Rowena Power Philomena Troy ,The Old School House ,Currabaha, ,Kilmacthomas ,X42 PY64,Waterford,2 - 6 Years,South,N/A,Rowena Power Philomena Troy,kilmacmontessori@gmail.com,087 4686758
TU2015WD038,Kinsalebeg Montessori ,Sessional,Mary Power ,Shanacoole ,Kinsalebeg, ,Youghal ,P36 N283,Waterford,Unknown,South,N/A,Mary Power,kinsalebegmontessori@gmail.com,024 93493
TU2015WD001,Little Buddies Kingdom ,Sessional,Carmel Malone-Power ,5 Cross Roads ,, ,Portlaw ,N/A,Waterford,0 - 6 Years,South,N/A,Carmel Malone-Power,info@tinsleyinteriors.com,N/A
TU2015WD042,Little Einsteins Pre-school  ,Sessional,Susan Molloy ,Kilronan ,, ,Butlerstown ,X91 WF9F,Waterford,2 - 6 Years,South,N/A,Susan Molloy,susanmarymolloy@gmail.com,051 399953
TU2015WD044,Little Explorers Montessori School ,Sessional,Jenny  Corcoran ,24 Garranmore ,Dunmore Road, ,Waterford ,N/A,Waterford,2 - 6 Years,South,N/A,Jenny Corcoran,jencorcoran76@gmail.com,051 821832
TU2015WD045,Little Scribblers Pre-school ,Sessional,Rosemary Barry ,Leamybrien ,, ,Kilmacthomas ,X42 K667,Waterford,2 - 6 Years,South,N/A,Rosemary Barry,scribblers09@live.ie,051 291876
TU2015WD046,Little Stars  ,Sessional,Edel McDonagh ,Moonvoy Valley ,, ,Tramore ,N/A,Waterford,0 - 6 Years,South,N/A,Edel McDonagh,info@littlestars.ie,051 391993
TU2015WD047,Little Stars Playschool ,Sessional,Susan Kennedy ,Kingfisher Club ,Tramore Road , ,Waterford City  ,X91 X2XY,Waterford,2 - 6 Years,South,N/A,Susan Kennedy,susan.littlestarspreschool@gmail.com,N/A
TU2017WD500,Maud's Little Learners ,Sessional,Klara Prud'homme ,Carrigahilla ,Stradbally,Kilmacthomas ,Dungarvan ,X42 FX46,Waterford,Unknown,South,N/A,Klara Prud'homme,maudslittlelearners@gmail.com,N/A
TU2015WD051,Mischief Makers Pre-school ,Sessional,Julie Horsom ,26a Church Street  ,, ,Dungarvan ,X35 XE30,Waterford,2 - 6 Years,South,N/A,Julie Horsom,julieH472@hotmail.com,058 45130
TU2015WD052,Mount Sion Playschool  ,Sessional,Marge Grant ,Mount Sion Primary School ,Barrack Street , ,Waterford City  ,X91 NF77,Waterford,3 - 6 Years,South,N/A,Michael Walsh,office.mountsion@gmail.com,051 377947
TU2015WD053,Naíonra Choill Mhic Thomáisín  ,Sessional,Maire Uí Chéitinn ,Graigseoinín ,, ,Coill Mhic Thomáísín ,X42 Y568,Waterford,3 - 6 Years,South,N/A,Maire Uí Chéitinn,naionracmt@yahoo.com,051 294818
TU2015WD054,Naíonra KCK ,Sessional,Carmel McDermott ,Cool na Smear ,, ,Dungarvan ,X35 AF88,Waterford,3 - 6 Years,South,N/A,Eimear Radley,naionrakck@gmail.com,N/A
TU2015WD055,Naionra Na nDéise ,Sessional,Aoife O'Reilly ,Campas Charraig Phairais ,Bóthar Charraig Phairais, ,Port Lairge ,X91 XK06,Waterford,3 - 6 Years,South,N/A,Aoife O’Reilly,naionranandeise@gmail.com,051 843222
TU2015WD056,Naionra Na Rinne ,Sessional,Sinead Ní Chadhla ,Halla Pobail ,Maoil a' Chóirne,An Rinn ,Dún Garbhán ,X35 XW29,Waterford,3 - 6 Years,South,N/A,Breege Uí Mhurchadha,breege@cnng.ie,058 46933
TU2015WD057,Naionra Na Tsean Phobail  ,Sessional,Seosaimhthín Uí Mhuiríosa ,Lios na Síog ,An Sean Phobal, ,Dún Garbhán ,X35 CR20,Waterford,3 - 6 Years,South,N/A,Joanne Ni Mhuiriosa,breege@cnng.ie,058 46622
TU2015WD058,Naionra Philib Barún  ,Sessional,Suzanne De Bhíal ,C/O Gael Scoil ,Cruabhaile Uachtarach, ,Trá Mhór ,X91 FX48,Waterford,2 - 6 Years,South,N/A,Suzanne De Bhíal,naionrapb@gmail.com,051 330603
TU2015WD060,Newtown Montessori ,Sessional,Fionnuala O'Regan ,Friends Meeting House ,61 Newtown Road,Newtown ,Waterford ,X91 C66E,Waterford,2 - 6 Years,South,N/A,Fionnuala O’Regan,fionnualaoregan@eircom.net,086 8194705
TU2016WD003,Park Montessori School ,Sessional,Ruth White ,22 Sylvan Drive ,Grantstown Park, ,Waterford ,X91 Y438,Waterford,2 - 6 Years,South,N/A,Ruth White,parkmontessorischool@gmail.com,051 858151
TU2015WD065,Play Together Pre-school ,Sessional,Rebekah Donnelly ,Mount Suir ,Gracedieu, ,Waterford City  ,X91 AX56,Waterford,0 - 6 Years,South,N/A,Rebekah Donnelly,rebekah@playtogetherchildcare.com,051 376905
TU2015WD066,Portlaw Playgroup   ,Sessional,Maria Delaney ,Church Road ,, ,Portlaw ,X91 NX23,Waterford,3 - 6 Years,South,N/A,Maria Delaney,portlawplaygroup@gmail.com,051 387367
TU2015WD068,"Sacred Heart Day Centre, HSE South ",Sessional,Mary Lacey-Crowe ,Lady Lane  ,, ,Waterford  ,X91 KA43,Waterford,2 - 6 Years,South,N/A,Mary Lacey-Crowe,mary.laceycrowe@hse.ie,051 877707
TU2015WD069,Scallywags ,Sessional,Finn Fitzgerald ,The Scout Hall ,Ballygunner, ,Waterford City ,X91 X5KD,Waterford,2 - 6 Years,South,N/A,Finn Fitzgerald,scallywags.waterford@gmail.com,087 6537086
TU2015WD071,Seasame Preschool ,Sessional,Eleanor McGrath ,White Strand ,Abbeyside, ,Dungarvan ,X35 WF38,Waterford,2 - 6 Years,South,N/A,Eleanor McGrath,sesamepreschool@cablesurf.com,058 40001
TU2015WD072,Shirley's Childcare ,Sessional,Shirley Ferguson ,The Crossroads ,Russian Side, ,Cheekpoint ,X91 Y768,Waterford,0 - 6 Years,South,N/A,Shirley Ferguson,fshirley01@gmail.com,089 4781113
TU2015WD077,Step By Step Pre-school ,Sessional,Phyllis Wall ,29 Seaview Park  ,, ,Tramore  ,N/A,Waterford,3 - 6 Years,South,N/A,Phyllis Wall,stepbystep@live.ie,051 390754
TU2015WD078,Stephen Street Pre-School ,Sessional,Eleanor Fewer ,St. Stephens B.N.S. ,25 Patrick Street, ,Waterford City ,X91 T288,Waterford,3 - 6 Years,South,N/A,Padge Morris,oifigstiofan@eircom.net,051 871716
TU2015WD079,Stepping Stone Pre-school ,Sessional,Jane O'Sulivan ,Upper Piltown ,Kinsale Beg, ,Youghal ,P36 C850,Waterford,2 - 6 Years,South,N/A,Jane O'Sullivan,janeeosullivan@gmail.com,N/A
TU2017WD502,Stepping Stones Pre-School ,Sessional,Katrina Byrne ,Main Street ,, ,Ardmore ,N/A,Waterford,2 - 6 Years,South,N/A,Jane O'Sullivan,janeeosullivan@gmail.com,N/A
TU2015WD080,Sunny Days Montessori School ,Sessional,Angela Walshe ,Elm Park ,, ,Tramore ,X91 P529,Waterford,2 - 6 Years,South,N/A,Angela Walshe,sunnydays.tramore@gmail.com,051 391347
TU2015WD083,The Butler Community Centre Playschool ,Sessional,Rena Walsh ,Butler Community Hall ,St. John's Park, ,Waterford City  ,N/A,Waterford,2 - 6 Years,South,N/A,Rena Walsh,mrsrwalsh@eircom.net,N/A
TU2015WD084,The Children’s House ,Sessional,Audrey Ganley-Ryan ,22 Catherine Street ,, ,Waterford City  ,X91 WD91,Waterford,2 - 6 Years,South,N/A,Audrey Ganley-Ryan,audreyganley@hotmail.com,051 852990
